sector,business_vintage_months,monthly_upi_inflow,monthly_upi_outflow,upi_transaction_count,avg_transaction_value,upi_inflow_growth_rate,cash_flow_volatility,avg_bank_balance,gst_monthly_turnover,gst_filing_regularity,gst_late_filings_count,digital_invoice_count_monthly,on_time_payment_ratio,bounced_payment_count,existing_loan_emi_ratio,financial_health_score,risk_category
manufacturing_small,33,14081.44,11825.51,30,463.02,17.11,0.2377,1304.11,10084.7,0.7755,2,7,0.9462,0,0.1395,61.46,Medium Risk
electronics_repair,17,28319.73,22894.91,50,561.61,8.84,0.4544,5678.54,28514.55,0.6188,2,8,0.5775,4,0.2473,46.68,Medium Risk
textile_apparel,14,702895.85,476559.68,3313,212.11,6.12,0.1143,46525.07,465457.47,0.3877,5,1033,0.6253,3,0.1699,49.25,Medium Risk
services_professional,64,77173.46,51756.57,204,378.18,10.09,0.3987,12331.26,81668.91,0.5867,2,55,0.7334,0,0.3156,56.38,Medium Risk
wholesale_trade,21,353337.8,260268.24,545,648.3,-3.28,0.2756,41599.8,352625.75,0.5751,1,150,0.8923,0,0.2494,66.81,Medium Risk
pharmacy_medical,34,34423.18,28138.48,106,323.26,30.48,0.074,1798.25,28251.01,0.7975,1,32,0.6564,0,0.1123,57.82,Medium Risk
pharmacy_medical,35,47879.83,33371.98,45,1062.53,6.07,0.2589,13333.59,52530.08,0.8563,1,9,0.5945,1,0.1173,62.87,Medium Risk
textile_apparel,3,33194.63,27776.73,67,492.82,5.79,0.1017,2080.94,30581.46,0.9237,1,18,0.904,0,0.2516,55.25,Medium Risk
manufacturing_small,35,58626.6,33362.33,454,129.12,-5.22,0.1183,9701.46,56684.0,0.5032,5,133,0.8462,1,0.2081,55.94,Medium Risk
restaurant_food,38,22767.62,19645.12,41,546.15,8.29,0.2152,6827.61,23348.22,0.7991,0,10,0.7068,2,0.3806,43.89,High Risk
electronics_repair,24,180878.13,149878.34,790,228.72,-1.07,0.2722,44554.0,131429.92,0.8828,0,240,0.6775,3,0.0577,67.47,Medium Risk
pharmacy_medical,68,47809.39,35023.14,425,112.26,31.43,0.1213,11661.42,38982.19,0.9743,0,122,0.5388,5,0.5217,65.7,Medium Risk
pharmacy_medical,7,49219.26,44405.34,151,325.19,24.27,0.2759,5684.99,43332.09,0.8198,0,48,0.768,0,0.0243,58.35,Medium Risk
textile_apparel,20,32527.85,18776.67,125,259.94,1.57,0.0633,5989.69,31502.96,0.8703,0,36,0.5692,0,0.0805,69.77,Medium Risk
wholesale_trade,37,104797.75,84841.61,353,296.68,11.27,0.1699,19565.26,72441.34,0.6188,1,98,0.7498,1,0.1236,72.38,Low Risk
manufacturing_small,63,132716.24,94456.34,123,1076.79,6.14,0.2284,15622.82,138673.22,0.9638,0,45,0.8941,1,0.1891,75.62,Low Risk
services_professional,23,52693.62,42528.23,172,305.25,17.33,0.1274,8402.23,49269.1,0.5071,6,46,0.7042,1,0.1993,55.06,Medium Risk
services_professional,69,46338.31,36110.9,75,613.54,26.75,0.0351,10651.45,39580.59,0.7443,1,24,0.8803,0,0.0873,81.77,Low Risk
wholesale_trade,28,37978.65,27942.47,108,351.13,7.17,0.116,7994.96,28279.44,0.6315,0,27,0.7729,1,0.1954,52.74,Medium Risk
textile_apparel,32,155668.26,125907.36,172,904.35,10.27,0.2018,31683.04,163532.37,0.9511,1,66,0.7847,0,0.4015,66.92,Medium Risk
manufacturing_small,12,25363.97,17136.99,36,694.2,19.24,0.1203,6353.38,25954.76,0.5328,0,10,0.9258,0,0.1753,60.25,Medium Risk
manufacturing_small,37,64311.79,46251.61,124,515.76,5.88,0.411,4181.88,71293.75,0.5466,4,36,0.7864,1,0.1924,52.62,Medium Risk
electronics_repair,55,105496.57,56117.85,226,465.07,-13.27,0.3024,13835.18,100641.43,0.7631,3,71,0.8689,1,0.4198,58.21,Medium Risk
services_professional,43,76840.71,59428.06,203,378.35,-15.03,0.1467,6791.84,58182.98,0.7031,2,65,0.663,3,0.091,65.41,Medium Risk
manufacturing_small,36,51810.28,37395.47,85,605.93,3.88,0.1534,12198.03,54999.04,0.8679,1,39,0.9399,0,0.4459,56.59,Medium Risk
textile_apparel,8,23307.81,20213.85,52,440.04,3.4,0.2398,5579.06,14670.7,0.8806,0,14,0.7106,3,0.4179,51.59,Medium Risk
pharmacy_medical,17,40456.48,24998.72,73,548.35,-8.62,0.1434,12503.21,26210.74,0.6829,4,17,0.5261,1,0.2552,65.25,Medium Risk
manufacturing_small,87,33490.98,23677.09,16,2003.88,1.58,0.3406,9960.0,26419.34,0.8174,0,7,0.8429,1,0.2245,62.95,Medium Risk
wholesale_trade,12,51970.81,38282.37,478,108.72,-12.89,0.0471,9494.76,51707.95,0.863,0,169,0.7453,2,0.1269,66.34,Medium Risk
restaurant_food,26,49419.06,39878.67,92,532.31,-10.09,0.0236,4072.12,37320.74,0.9133,1,33,0.8649,0,0.5011,62.76,Medium Risk
manufacturing_small,32,199302.3,165657.97,691,288.02,5.92,0.2578,46688.97,156452.71,0.6449,0,206,0.7698,1,0.115,72.51,Low Risk
grocery_retail,29,93941.26,71931.2,320,293.45,-12.86,0.0591,26464.83,90742.41,0.7655,2,87,0.7592,2,0.1751,68.79,Medium Risk
electronics_repair,32,33698.39,24219.79,254,132.56,12.44,0.2205,3688.77,23480.3,0.5708,3,77,0.6526,2,0.6459,42.63,High Risk
restaurant_food,22,159426.52,121436.44,267,595.41,20.44,0.0231,46096.91,135733.51,0.4823,0,81,0.8121,2,0.2509,62.97,Medium Risk
pharmacy_medical,51,59451.95,50367.89,664,89.49,2.7,0.2621,12153.87,59957.23,0.7638,0,178,0.5499,4,0.2735,57.45,Medium Risk
services_professional,34,91700.39,53555.95,81,1118.48,25.27,0.2409,17004.95,64819.21,0.9546,0,12,0.9047,1,0.1895,81.44,Low Risk
pharmacy_medical,59,112127.18,96923.74,113,988.99,3.04,0.1138,34973.3,108514.16,0.3494,3,24,0.9519,0,0.0718,61.1,Medium Risk
services_professional,74,30602.89,27307.75,63,479.57,-8.64,0.0885,6741.67,28436.75,0.9643,0,22,0.7561,1,0.3234,73.02,Low Risk
manufacturing_small,14,61788.73,51672.38,140,440.56,13.01,0.3181,3804.64,56273.26,0.7968,0,33,0.9274,0,0.6095,64.39,Medium Risk
grocery_retail,11,33249.47,24662.94,42,791.33,18.76,0.0873,3318.13,37988.26,0.5588,1,18,0.7354,0,0.7609,45.68,Medium Risk
services_professional,32,40990.68,32198.06,116,350.75,14.75,0.2684,4540.6,40085.0,0.8052,2,30,0.7893,0,0.1827,61.44,Medium Risk
services_professional,14,108208.46,77073.06,194,557.62,1.95,0.038,28763.89,88187.28,0.7154,1,62,0.8812,0,0.0971,66.96,Medium Risk
manufacturing_small,49,90547.64,68866.34,169,534.42,21.32,0.0652,6329.14,69399.14,0.717,1,47,0.7616,1,0.4037,70.46,Low Risk
pharmacy_medical,70,278292.62,222081.16,1004,276.92,-9.43,0.2623,83031.58,291034.89,0.9371,0,282,0.6948,0,0.3158,77.51,Low Risk
manufacturing_small,55,80753.4,77253.07,190,424.54,7.95,0.6866,13398.17,86645.4,0.8282,1,55,0.6379,1,0.1118,63.14,Medium Risk
grocery_retail,93,74432.78,53027.85,146,507.91,18.42,0.1738,16343.14,64048.05,0.5437,1,71,0.9195,0,0.0566,69.04,Medium Risk
manufacturing_small,56,88743.57,56743.06,71,1237.49,-6.52,0.1434,8558.82,81924.64,0.7743,3,26,0.7292,1,0.2174,67.04,Medium Risk
grocery_retail,25,120455.33,77239.33,350,344.13,-6.39,0.2063,40564.8,134646.46,0.7748,1,103,0.9293,1,0.2911,58.58,Medium Risk
pharmacy_medical,28,14899.31,10200.74,105,140.75,12.38,0.1489,4026.42,16251.71,0.798,1,33,0.833,1,0.1321,74.18,Low Risk
textile_apparel,12,129612.64,104666.14,367,352.48,13.88,0.0603,23825.5,147283.07,0.897,0,98,0.9351,0,0.1828,60.29,Medium Risk
services_professional,54,31063.29,23053.41,100,310.03,18.3,0.4654,8335.33,33035.78,0.5214,3,32,0.6378,2,0.1235,51.98,Medium Risk
manufacturing_small,71,105007.04,77807.33,659,159.3,10.21,0.1749,21427.83,113310.18,0.9167,1,202,0.8901,0,0.1237,76.28,Low Risk
wholesale_trade,46,17046.99,12797.36,66,256.72,20.93,0.1511,2493.14,13126.05,0.7703,2,22,0.7947,2,0.2758,59.48,Medium Risk
services_professional,39,73075.84,59182.74,257,283.83,10.21,0.2629,7033.63,78600.65,0.5635,2,80,0.8512,0,0.1335,69.36,Medium Risk
wholesale_trade,33,149970.3,99991.97,228,655.01,19.95,0.4231,25715.55,152346.55,0.6236,1,81,0.7075,4,0.1314,58.46,Medium Risk
electronics_repair,73,47280.0,29753.87,144,326.28,6.52,0.243,15584.57,39200.37,0.9521,0,43,0.7352,3,0.4134,60.8,Medium Risk
textile_apparel,69,314073.36,232779.96,642,488.62,11.67,0.2242,37351.59,228682.68,0.6045,2,191,0.6832,3,0.0704,66.28,Medium Risk
wholesale_trade,52,215584.18,218576.59,159,1349.72,0.43,0.2671,46531.09,132901.35,0.8302,1,44,0.9903,0,0.3861,70.61,Low Risk
textile_apparel,23,552570.15,275166.48,1534,360.21,1.64,0.1161,60022.12,560294.12,0.6251,4,467,0.7745,0,0.0987,65.05,Medium Risk
wholesale_trade,72,39183.94,24893.67,46,841.78,1.92,0.1943,3324.64,32013.59,0.899,0,12,0.7493,1,0.6842,64.4,Medium Risk
wholesale_trade,31,78840.88,73250.23,558,141.23,5.47,0.02,22424.05,80930.37,0.9346,0,161,0.92,1,0.0423,69.54,Medium Risk
grocery_retail,5,11013.78,6973.03,45,241.91,1.53,0.2091,2740.19,12478.6,0.627,1,7,0.9324,1,0.2903,53.49,Medium Risk
textile_apparel,33,23741.75,19794.6,17,1360.76,7.94,0.1362,4940.1,24466.78,0.6329,2,5,0.7973,0,0.1605,50.45,Medium Risk
services_professional,72,174217.09,132091.31,559,311.11,-11.63,0.2759,44591.02,151863.44,0.8864,0,169,0.8151,1,0.1622,75.33,Low Risk
pharmacy_medical,95,35257.58,30561.77,323,108.96,-4.09,0.1271,8541.8,36379.22,0.2857,3,109,0.9576,0,0.1098,56.06,Medium Risk
restaurant_food,17,163153.96,125947.95,471,346.03,-17.28,0.026,22825.59,121904.14,0.7004,0,124,0.6392,1,0.2215,60.06,Medium Risk
electronics_repair,37,55238.6,40409.35,337,163.71,-28.3,0.1473,16974.59,40889.81,0.8005,0,95,0.7015,1,0.374,60.66,Medium Risk
wholesale_trade,30,60217.29,43536.02,510,117.9,-23.02,0.1567,3122.84,68739.13,0.7842,2,148,0.508,3,0.2472,54.55,Medium Risk
textile_apparel,25,241024.73,210152.51,130,1848.14,6.9,0.2542,68797.94,158391.02,0.6075,5,32,0.4269,2,0.1418,58.71,Medium Risk
manufacturing_small,13,43562.31,38489.99,166,261.08,29.0,0.1022,15244.76,39612.97,0.8531,0,37,0.6977,3,0.3327,55.82,Medium Risk
manufacturing_small,41,40403.85,23479.72,60,670.49,-1.77,0.5239,3096.09,30320.69,0.7456,0,23,0.4986,1,0.6914,39.18,High Risk
services_professional,29,190359.34,110793.5,142,1331.66,6.62,0.0757,22310.95,127194.37,0.6102,2,54,0.7912,1,0.0569,67.43,Medium Risk
pharmacy_medical,65,75106.6,61491.59,207,361.69,-4.76,0.0777,11632.96,74361.44,0.6922,2,59,0.8269,0,0.3932,65.56,Medium Risk
electronics_repair,45,11889.16,9943.68,25,468.44,11.68,0.091,974.47,7972.34,0.7851,3,6,0.7629,1,0.3638,57.22,Medium Risk
restaurant_food,41,25990.68,21019.04,12,2085.03,-1.73,0.2968,6301.99,23614.33,0.9827,0,3,0.845,0,0.18,72.24,Low Risk
wholesale_trade,162,69965.37,55786.3,198,353.08,14.87,0.1748,14273.11,58786.49,0.925,0,68,0.75,0,0.0287,76.16,Low Risk
wholesale_trade,9,78917.86,71075.14,930,84.84,0.95,0.3395,20006.15,65974.13,0.9061,1,309,0.8217,0,0.0056,68.63,Medium Risk
pharmacy_medical,48,123432.18,98567.37,335,368.21,-8.73,0.2913,35899.31,91779.73,0.6642,3,100,0.7543,0,0.1684,73.44,Low Risk
restaurant_food,17,36947.64,25677.47,120,306.68,13.03,0.1054,5343.94,40588.31,0.7715,1,52,0.9341,0,0.6715,52.01,Medium Risk
wholesale_trade,35,45808.0,32779.24,56,810.4,10.7,0.0698,8910.41,35741.85,0.9391,1,24,0.6627,3,0.0196,70.3,Low Risk
grocery_retail,34,50754.72,45567.26,72,699.55,23.5,0.4582,7767.28,41321.76,0.5491,3,16,0.8308,1,0.2701,58.37,Medium Risk
pharmacy_medical,34,96053.41,79332.42,251,382.6,6.05,0.1463,20785.41,66563.74,0.599,0,73,0.9099,0,0.4828,63.84,Medium Risk
services_professional,19,35236.55,24783.91,121,290.12,1.81,0.2348,9578.29,34491.73,0.945,0,39,0.9026,0,0.4444,63.42,Medium Risk
pharmacy_medical,49,327908.17,290590.15,1125,291.27,-5.8,0.1634,107012.67,341292.06,0.8954,0,360,0.9003,1,0.1313,87.68,Low Risk
services_professional,13,380571.17,301284.69,1113,341.91,3.7,0.1756,133194.44,400969.11,0.7382,0,314,0.9345,2,0.108,69.12,Medium Risk
wholesale_trade,13,54866.08,42533.61,140,391.5,3.64,0.0523,2845.11,38344.18,0.9772,0,36,0.5682,0,0.5204,61.43,Medium Risk
textile_apparel,24,18040.48,13517.06,52,343.65,-2.18,0.225,1522.44,19542.87,0.7188,2,11,0.9595,0,0.1897,66.7,Medium Risk
manufacturing_small,29,83384.28,73390.41,164,507.84,-3.16,0.0808,16552.51,73422.4,0.9684,0,47,0.6463,2,0.0593,64.99,Medium Risk
wholesale_trade,40,30113.92,26508.64,28,1040.21,26.14,0.0485,7653.71,18639.2,0.7038,3,9,0.8952,0,0.3298,70.3,Low Risk
wholesale_trade,67,42512.41,37647.64,81,522.46,9.33,0.1273,9902.93,39464.68,0.9061,1,31,0.8131,1,0.2011,71.58,Low Risk
pharmacy_medical,40,39204.76,25885.26,60,647.52,-7.73,0.0551,1960.74,41398.8,0.6162,0,23,0.7313,1,0.4682,63.8,Medium Risk
manufacturing_small,26,148248.36,117205.21,353,419.4,-11.2,0.1862,38147.36,163577.55,0.6988,2,110,0.5779,3,0.2239,52.79,Medium Risk
grocery_retail,15,61929.2,41061.99,166,371.5,9.79,0.1898,7184.83,39060.85,0.77,1,49,0.6013,2,0.317,66.73,Medium Risk
wholesale_trade,41,37477.81,23863.22,129,289.67,14.13,0.0217,6852.12,38605.31,0.8027,0,46,0.7112,3,0.2104,64.23,Medium Risk
manufacturing_small,47,227470.93,172511.3,394,576.17,-2.78,0.3649,49733.55,143793.18,0.8765,1,100,0.9393,0,0.0373,72.95,Low Risk
textile_apparel,20,46953.06,35431.18,99,473.51,27.53,0.02,11614.26,50223.48,0.4987,3,45,0.6602,4,0.1845,49.28,Medium Risk
wholesale_trade,59,244746.45,170760.5,195,1254.19,-2.49,0.0868,66160.51,189450.75,0.7885,0,50,0.8077,2,0.3487,72.23,Low Risk
restaurant_food,57,81941.18,59992.24,486,168.57,1.96,0.0691,10053.64,76206.8,0.8105,0,167,0.5375,5,0.2968,58.04,Medium Risk
textile_apparel,27,178946.85,155266.27,537,333.16,0.46,0.3632,38897.7,179243.8,0.8011,4,135,0.888,0,0.4756,54.9,Medium Risk
restaurant_food,50,89110.97,39035.81,262,339.24,16.78,0.2476,17043.93,82568.7,0.9497,0,65,0.7507,3,0.1416,65.93,Medium Risk
wholesale_trade,13,139061.1,101076.75,170,815.39,4.5,0.3803,11615.36,140285.14,0.9052,0,52,0.9633,0,0.0173,76.36,Low Risk
restaurant_food,29,37752.72,25664.16,50,740.49,-12.27,0.0249,11348.94,26570.08,0.6481,2,15,0.781,0,0.2759,57.64,Medium Risk
restaurant_food,23,37255.43,28345.88,68,542.53,29.83,0.1726,12154.73,27001.43,0.5415,1,21,0.9215,0,0.1485,63.97,Medium Risk
textile_apparel,13,426109.3,285829.67,1200,354.99,-13.68,0.4039,44489.4,344040.23,0.6343,0,351,0.7933,1,0.346,57.82,Medium Risk
restaurant_food,37,79705.57,52897.45,222,358.1,-12.66,0.1234,26473.92,48580.76,0.5609,4,66,0.8884,1,0.2519,55.61,Medium Risk
wholesale_trade,12,132984.7,69697.3,517,256.84,9.6,0.4494,12559.07,141559.22,0.7886,1,159,0.5993,3,0.3739,58.17,Medium Risk
restaurant_food,43,119093.99,82587.12,621,191.52,1.16,0.0992,36854.26,109250.24,0.4947,1,192,0.8042,1,0.2715,59.45,Medium Risk
textile_apparel,15,326656.34,258348.65,700,466.57,0.16,0.3689,83592.25,287401.96,0.859,0,182,0.9325,1,0.2475,54.1,Medium Risk
services_professional,48,126329.68,71242.43,341,369.9,-7.85,0.3549,35176.48,130775.69,0.4431,2,112,0.6765,2,0.1162,67.8,Medium Risk
wholesale_trade,90,66990.8,71900.15,132,506.11,-10.24,0.1789,6824.83,75330.27,0.8555,1,52,0.9266,0,0.2304,66.57,Medium Risk
services_professional,18,134535.7,92115.54,72,1855.69,28.63,0.2434,27269.37,101226.19,0.8995,0,19,0.7264,2,0.0934,78.02,Low Risk
restaurant_food,10,74530.15,48695.76,199,374.0,10.93,0.1187,25723.76,75589.18,0.938,0,48,0.6247,3,0.1644,59.9,Medium Risk
pharmacy_medical,73,120296.09,104680.29,237,506.65,7.63,0.0915,20842.26,104304.34,0.7985,2,61,0.8297,1,0.2989,74.97,Low Risk
services_professional,26,31044.55,21160.8,76,406.1,10.58,0.1968,3092.38,31148.93,0.9506,0,30,0.8998,2,0.5539,62.1,Medium Risk
wholesale_trade,15,234409.19,186076.92,347,674.16,-6.61,0.0559,22780.83,263147.28,0.8501,1,102,0.7677,1,0.2487,69.95,Medium Risk
wholesale_trade,77,108152.05,76541.92,59,1811.97,5.15,0.2624,32841.82,117145.25,0.6672,2,18,0.8714,0,0.2769,70.64,Low Risk
textile_apparel,25,139291.34,84896.13,371,375.37,6.71,0.1837,31082.95,133269.61,0.7267,0,113,0.7367,0,0.3048,60.06,Medium Risk
restaurant_food,41,97135.15,84033.61,128,757.95,21.85,0.0998,32758.18,69785.18,0.5509,7,35,0.8751,0,0.1117,58.01,Medium Risk
textile_apparel,8,77581.86,53281.06,320,241.8,-4.88,0.2624,17144.18,72772.21,0.7254,0,89,0.7642,1,0.1351,60.91,Medium Risk
grocery_retail,17,103375.35,77093.15,76,1351.96,1.16,0.0543,8817.32,94755.57,0.9413,0,29,0.6858,1,0.111,70.71,Low Risk
electronics_repair,111,59146.64,52375.49,300,197.07,-9.13,0.1761,4124.81,57161.84,0.7009,3,106,0.8325,1,0.1344,65.18,Medium Risk
grocery_retail,28,120253.07,104757.05,458,262.07,2.65,0.1836,15268.38,109498.46,0.5473,1,149,0.9218,0,0.5356,63.63,Medium Risk
manufacturing_small,38,59726.07,53785.73,184,324.31,9.34,0.2064,12695.82,50532.56,0.6853,3,64,0.8686,1,0.2438,64.92,Medium Risk
textile_apparel,33,82898.07,52691.2,223,370.22,-3.42,0.1137,25143.97,72343.24,0.8899,0,63,0.7364,1,0.0954,64.9,Medium Risk
pharmacy_medical,80,63801.42,34241.74,277,230.29,4.35,0.109,18174.38,72164.56,0.5439,1,73,0.9276,1,0.3493,60.42,Medium Risk
manufacturing_small,41,199112.18,165767.11,349,569.33,-3.63,0.1535,19705.92,190799.0,0.8941,0,95,0.8672,0,0.3163,73.45,Low Risk
pharmacy_medical,27,201937.98,165174.23,289,697.71,14.4,0.1091,50731.18,182192.04,0.832,0,93,0.8987,0,0.4309,75.49,Low Risk
restaurant_food,80,96076.62,67422.63,313,306.26,3.84,0.02,12096.43,99216.86,0.8607,0,92,0.836,1,0.0738,75.71,Low Risk
electronics_repair,8,19028.66,14202.92,150,126.43,17.33,0.0808,1242.62,13754.41,0.9232,1,44,0.9465,0,0.2217,73.4,Low Risk
textile_apparel,60,59976.05,45505.61,135,442.29,-14.34,0.319,20376.2,38779.72,0.7369,2,44,0.8705,0,0.3354,55.01,Medium Risk
manufacturing_small,12,40448.84,36503.37,60,665.39,-6.06,0.2298,4797.63,38001.29,0.9546,0,21,0.8885,0,0.0631,64.81,Medium Risk
grocery_retail,43,65544.39,46522.99,742,88.23,12.11,0.0448,15369.92,69884.56,0.7436,1,236,0.708,1,0.0469,71.81,Low Risk
restaurant_food,24,125824.86,89213.64,431,291.65,2.81,0.5145,18049.31,98947.95,0.5386,3,139,0.9689,0,0.06,50.38,Medium Risk
electronics_repair,29,76684.12,60814.62,133,574.78,1.95,0.2373,25475.47,49112.44,0.9477,0,46,0.7791,0,0.0832,72.04,Low Risk
wholesale_trade,76,196078.86,158259.92,781,250.88,-14.38,0.0803,67217.05,202267.09,0.8838,3,227,0.6737,1,0.2852,75.82,Low Risk
pharmacy_medical,64,89438.01,71198.0,480,186.31,-12.38,0.0322,7124.86,86524.04,0.8514,2,148,0.7824,0,0.125,78.33,Low Risk
wholesale_trade,40,92658.0,53141.24,141,654.36,22.15,0.1591,7263.4,62326.95,0.9451,0,33,0.9539,0,0.5693,67.76,Medium Risk
services_professional,31,80258.16,65415.02,317,252.81,12.65,0.374,26221.21,87092.79,0.6274,2,98,0.8707,0,0.0837,69.64,Medium Risk
grocery_retail,29,331610.5,308988.1,947,349.95,-4.5,0.1704,28311.53,275663.89,0.8682,2,252,0.6924,0,0.0842,70.12,Low Risk
pharmacy_medical,22,364134.25,236877.37,367,990.83,-0.79,0.6789,33840.02,336138.87,0.848,1,125,0.8968,1,0.2697,63.46,Medium Risk
pharmacy_medical,14,24562.77,15418.11,14,1678.51,9.91,0.1425,2136.59,27156.93,0.8789,1,2,0.9314,2,0.2338,66.11,Medium Risk
restaurant_food,67,21931.34,16283.35,8,2677.97,6.53,0.334,4386.57,19728.21,0.8029,2,1,0.8448,1,0.4018,52.78,Medium Risk
electronics_repair,30,139490.49,95754.11,193,721.16,17.9,0.0639,7769.34,131987.81,0.8445,2,69,0.8812,0,0.2879,70.51,Low Risk
manufacturing_small,16,41990.08,26581.83,172,243.36,-3.01,0.106,7752.66,26254.76,0.487,2,55,0.8482,3,0.0403,53.97,Medium Risk
wholesale_trade,11,266477.82,205083.63,680,391.82,12.65,0.2666,60753.6,265603.4,0.6591,0,212,0.7687,0,0.1556,69.89,Medium Risk
electronics_repair,47,164490.64,84382.01,288,569.54,22.17,0.201,32288.38,149079.43,0.4999,2,86,0.576,4,0.3901,56.65,Medium Risk
restaurant_food,75,39571.74,29554.51,116,339.24,17.5,0.1379,11637.99,31248.95,0.8564,0,24,0.8864,0,0.2766,68.93,Medium Risk
grocery_retail,25,12945.63,9810.09,38,337.51,7.53,0.0474,998.79,10402.51,0.7775,2,15,0.7491,2,0.0878,68.81,Medium Risk
restaurant_food,50,222988.62,190098.24,1951,114.28,-8.95,0.1529,71650.86,226180.07,0.915,0,622,0.7705,0,0.1295,82.72,Low Risk
services_professional,35,60590.57,36352.77,262,230.78,15.72,0.3063,15632.21,49320.95,0.598,2,104,0.856,2,0.3566,58.29,Medium Risk
electronics_repair,37,64074.83,49338.57,83,767.3,25.91,0.0352,22295.07,65595.35,0.5785,1,28,0.8652,0,0.2164,63.86,Medium Risk
restaurant_food,43,19757.5,16705.97,17,1149.46,1.68,0.1546,5496.02,19287.14,0.8052,2,7,0.813,3,0.2409,56.84,Medium Risk
wholesale_trade,47,29158.3,21268.8,28,1024.72,-2.16,0.034,2098.54,21001.57,0.9353,0,7,0.971,0,0.3929,70.5,Low Risk
pharmacy_medical,19,82513.76,76937.05,378,217.86,-0.02,0.1829,11439.84,58561.05,0.8922,0,118,0.6605,3,0.1196,67.66,Medium Risk
wholesale_trade,18,20543.16,9888.39,36,564.13,3.53,0.0884,4304.06,21360.31,0.7678,1,14,0.7433,1,0.2527,61.84,Medium Risk
textile_apparel,77,63501.79,54781.53,848,74.85,18.17,0.1194,19775.1,38557.31,0.9481,0,256,0.9252,1,0.2279,74.73,Low Risk
services_professional,34,135798.91,91015.14,153,887.0,15.57,0.2955,14647.95,155498.89,0.3287,6,56,0.6436,3,0.3013,47.34,Medium Risk
grocery_retail,69,60759.56,51091.8,861,70.49,7.64,0.0771,16517.37,55856.42,0.6054,2,274,0.7851,2,0.1063,68.3,Medium Risk
grocery_retail,16,61874.6,44563.6,64,962.03,9.4,0.2618,14349.66,42936.77,0.7943,0,23,0.8267,1,0.1082,72.19,Low Risk
manufacturing_small,32,237942.01,199019.27,905,262.76,13.17,0.1368,60818.09,271973.4,0.7364,1,277,0.8839,0,0.295,71.94,Low Risk
restaurant_food,94,24456.14,17981.94,75,324.65,-7.39,0.1591,5055.26,20010.39,0.8984,0,21,0.7442,1,0.3708,59.79,Medium Risk
wholesale_trade,67,196546.95,133700.43,359,546.84,7.9,0.0273,66582.96,131185.55,0.7863,1,120,0.6753,0,0.0508,72.86,Low Risk
services_professional,35,53877.24,40350.52,150,356.87,1.02,0.0427,7918.89,37710.99,0.8267,2,42,0.6923,3,0.2245,62.96,Medium Risk
grocery_retail,91,294289.47,186508.99,1200,245.1,5.99,0.0979,23134.01,329077.02,0.9072,0,340,0.9082,0,0.2737,83.39,Low Risk
manufacturing_small,18,172625.93,139024.86,665,259.45,25.44,0.1068,57569.05,124503.59,0.7228,3,197,0.8724,0,0.1602,64.42,Medium Risk
electronics_repair,8,292134.47,229335.26,1242,235.11,0.52,0.2174,87162.84,194954.54,0.8911,0,378,0.9333,1,0.1526,68.8,Medium Risk
electronics_repair,40,34837.45,25263.42,64,542.99,21.32,0.2873,9508.7,32527.35,0.9031,1,14,0.6832,2,0.135,64.73,Medium Risk
wholesale_trade,14,99044.54,39617.82,395,250.62,11.95,0.3448,28140.22,75127.61,0.8553,0,113,0.828,2,0.1475,61.96,Medium Risk
grocery_retail,20,323318.78,267997.19,1157,279.38,-18.26,0.0389,91098.36,200821.86,0.8502,1,369,0.7158,2,0.087,61.88,Medium Risk
restaurant_food,98,23235.29,20225.6,17,1351.56,-13.67,0.1988,1689.72,25398.31,0.4813,3,9,0.7297,1,0.0902,56.73,Medium Risk
textile_apparel,88,162123.22,131610.75,313,516.42,-8.04,0.1084,24682.03,167441.21,0.954,0,91,0.8549,0,0.3337,71.29,Low Risk
manufacturing_small,31,89591.36,72317.31,62,1440.64,-0.34,0.1669,28031.13,95626.54,0.9153,0,27,0.7931,0,0.0847,73.18,Low Risk
restaurant_food,59,33886.6,20424.72,94,360.1,19.06,0.0701,7460.51,38590.51,0.7559,0,29,0.8848,1,0.5066,64.42,Medium Risk
grocery_retail,36,61416.24,32099.49,179,341.62,-3.1,0.1281,4390.37,57527.18,0.8041,3,53,0.7897,0,0.4795,60.97,Medium Risk
pharmacy_medical,25,92976.06,74021.06,58,1592.51,15.13,0.1438,21649.22,57238.28,0.5711,3,19,0.7838,1,0.299,51.73,Medium Risk
grocery_retail,31,228322.31,178043.93,616,370.57,7.54,0.1529,41206.34,218868.22,0.7636,1,160,0.7639,0,0.1307,71.83,Low Risk
textile_apparel,27,107492.21,54314.84,604,177.87,1.71,0.02,28892.68,105277.71,0.5377,5,181,0.6197,3,0.1595,47.69,Medium Risk
pharmacy_medical,78,162482.15,160892.45,407,398.42,6.82,0.2138,10864.87,159105.87,0.6579,0,105,0.9175,0,0.4485,64.55,Medium Risk
pharmacy_medical,27,33863.05,21277.48,43,783.56,9.32,0.0902,11836.85,38366.75,0.873,1,9,0.8778,0,0.425,64.38,Medium Risk
manufacturing_small,40,52803.59,38788.63,172,306.13,-1.55,0.1996,7192.29,56831.26,0.7403,0,52,0.9672,1,0.3179,66.97,Medium Risk
restaurant_food,10,186733.09,125582.51,186,999.2,13.33,0.5404,34782.09,173905.96,0.8171,0,60,0.7357,2,0.1557,53.85,Medium Risk
